Amostra,Pitch_X,Roll_Y,Yaw_Z
1,-3.9915,-4.2245,70.4174
2,-4.0578,-4.2311,70.4087
3,-4.1279,-4.2273,70.3955
4,-4.2032,-4.2203,70.3817
5,-4.2836,-4.2138,70.3687
6,-4.368,-4.2123,70.3555
7,-4.4423,-4.2109,70.3429
8,-4.5152,-4.2032,70.3333
9,-4.5849,-4.1859,70.3263
10,-4.6603,-4.1649,70.3192
11,-4.732,-4.1381,70.3132
12,-4.7919,-4.1073,70.3076
13,-4.8517,-4.0679,70.3054
14,-4.9138,-4.021,70.3038
15,-4.9662,-3.9668,70.3046
16,-5.0175,-3.9054,70.3054
17,-5.0697,-3.8511,70.3064
18,-5.1138,-3.7861,70.3061
19,-5.158,-3.7088,70.3032
20,-5.1842,-3.6138,70.2971
21,-5.1892,-3.502,70.2867
22,-5.2054,-3.3759,70.2703
23,-5.2099,-3.2288,70.2469
24,-5.2121,-3.0412,70.2177
25,-5.1997,-2.8094,70.1824
26,-5.1907,-2.5278,70.1448
27,-5.1997,-2.2334,70.0929
28,-5.2876,-1.8743,70.0423
29,-5.407,-1.4926,69.9877
30,-5.5529,-1.1431,69.9382
31,-5.7359,-0.8234,69.8828
32,-5.9259,-0.5291,69.8205
33,-6.1425,-0.2604,69.7523
34,-6.4358,-0.0545,69.6718
35,-6.8081,0.1066,69.578
36,-7.204,0.1941,69.466
37,-7.6141,0.1957,69.3319
38,-8.0378,0.1021,69.1733
39,-8.5433,-0.0339,68.9836
40,-9.1011,-0.1643,68.7502
41,-9.6345,-0.2887,68.4708
42,-10.1091,-0.4329,68.1261
43,-10.5875,-0.5717,67.7061
44,-11.1767,-0.674,67.2059
45,-11.9428,-0.6988,66.6225
46,-12.9593,-0.6316,65.9684
47,-14.1585,-0.4273,65.2428
48,-15.5032,-0.0909,64.4687
49,-16.8665,0.3488,63.6819
50,-18.4376,0.9411,62.9354
51,-20.2359,1.8746,62.2962
52,-21.7664,3.0977,61.7896
53,-22.7818,4.4248,61.4318
54,-23.0711,5.6679,61.3232
55,-22.8503,6.6866,61.4896
56,-22.2929,7.4946,61.9386
57,-21.4795,8.0413,62.6141
58,-20.6126,8.3392,63.4992
59,-19.6496,8.4015,64.5477
60,-18.5173,8.2356,65.7533
61,-17.1432,7.8239,66.9718
62,-15.5031,7.1444,68.1901
63,-13.6233,6.1941,69.4083
64,-11.5864,5.0566,70.6263
65,-9.6945,3.6801,71.8195
66,-8.0877,2.0346,72.8283
67,-6.9416,0.3361,73.5883
68,-6.3427,-1.26,74.0612
69,-6.2926,-2.6498,74.245
70,-6.7489,-3.7455,74.1437
71,-7.3684,-4.5151,73.7684
72,-8.0728,-4.9888,73.1108
73,-8.81,-5.1274,72.2199
74,-9.6426,-4.9986,71.1806
75,-10.6473,-4.8855,70.0682
76,-12.1864,-4.8454,68.9184
77,-14.6255,-4.0983,67.7593
78,-16.8904,-1.9294,66.6746
79,-18.522,0.5216,65.7551
80,-19.4517,2.5399,65.1246
81,-20.003,4.2703,64.7558
82,-20.2762,5.5197,64.5741
83,-20.2106,6.5018,64.613
84,-19.7365,7.3933,64.9071
85,-18.8066,8.1031,65.4589
86,-17.5506,8.4935,66.1542
87,-16.0888,8.4364,66.8884
88,-14.6659,8.0688,67.581
89,-13.41,7.4971,68.1695
90,-12.4831,6.8235,68.5773
91,-11.9186,6.128,68.7765
92,-11.7335,5.3743,68.7629
93,-11.9193,4.6248,68.5329
94,-12.1222,3.9778,68.1186
95,-12.4482,3.4986,67.4905
96,-13.0942,3.1796,66.6042
97,-13.3032,2.3743,65.6982
98,-13.4653,1.667,64.6313
99,-15.5699,4.4975,63.4311
100,-17.4957,7.2243,62.2088
101,-19.4957,9.7671,60.9751
102,-20.8986,12.0997,59.8879
103,-21.545,14.0666,59.0294
104,-21.4842,15.6644,58.4282
105,-20.9728,17.0833,58.2803
106,-20.4014,18.2912,58.4814
107,-19.9265,19.3719,58.9259
108,-19.2992,20.3283,59.559
109,-18.6025,21.2678,60.2408
110,-17.7108,22.1142,60.8387
111,-16.563,22.5903,61.4747
112,-15.2094,22.5664,62.1342
