Amostra,Pitch_X,Roll_Y,Yaw_Z
1,-0.1554,0.445,0.3043
2,-0.4364,1.301,0.9273
3,-0.8426,2.2939,1.6461
4,-1.2816,3.2562,2.3672
5,-1.6859,4.1555,3.0575
6,-1.9697,4.9815,3.6788
7,-2.1002,5.7467,4.2158
8,-2.0579,6.4528,4.6673
9,-1.8685,7.104,5.0439
10,-1.7001,7.7104,5.3734
11,-1.6584,8.2659,5.6968
12,-1.6912,8.7408,6.0466
13,-1.7138,9.1267,6.4279
14,-1.6929,9.4398,6.8286
15,-1.6315,9.7202,7.242
16,-1.6589,10.0114,7.667
17,-1.9668,10.3823,8.1539
18,-2.3956,10.8094,8.7416
19,-2.5939,11.2102,9.3573
20,-2.5762,11.5944,9.902
21,-2.4886,11.971,10.3458
22,-2.4506,12.3341,10.7262
23,-2.5172,12.6567,11.0878
24,-2.6969,12.9029,11.4554
25,-2.9742,13.0454,11.8374
26,-3.3355,13.0738,12.2386
27,-3.7884,12.995,12.6787
28,-4.3348,12.8515,13.1894
29,-4.8671,12.6696,13.7573
30,-5.3309,12.4883,14.3306
31,-5.6615,12.3443,14.8857
32,-5.8532,12.2153,15.3744
33,-6.0014,12.109,15.8031
34,-6.0626,12.0055,16.2001
35,-6.2104,12.008,16.6374
36,-6.3434,12.0524,17.1776
37,-6.3892,12.0321,17.7324
38,-6.383,11.8685,18.2376
39,-6.4212,11.5457,18.7274
40,-6.5669,11.0913,19.2641
41,-6.8169,10.5549,19.877
42,-7.1574,9.9355,20.5635
43,-7.55,9.2698,21.2972
44,-8.0077,8.642,22.0165
45,-8.5472,8.0875,22.698
46,-9.2269,7.605,23.3637
47,-10.0811,7.2694,24.0942
48,-11.0282,7.0528,24.8779
49,-11.962,6.9532,25.7036
50,-12.8121,6.91,26.5233
51,-13.5944,6.9505,27.3533
52,-14.2679,7.058,28.192
53,-14.8046,7.2203,28.9794
54,-15.3195,7.4365,29.6517
55,-15.9341,7.6694,30.2687
56,-16.6082,7.7947,30.8019
57,-17.447,7.8561,31.2154
58,-18.3657,7.8048,31.5353
59,-19.1188,7.6195,31.6899
60,-19.7471,7.3759,31.6603
61,-20.201,7.0883,31.4846
62,-20.5119,6.7179,31.2356
63,-21.062,6.3155,31.0487
64,-21.5731,5.8365,31.0887
65,-22.0041,5.3224,31.1397
66,-22.2474,4.7892,31.1936
67,-22.7927,4.2347,31.3767
