Amostra,Pitch_X,Roll_Y,Yaw_Z
1,-0.0049,0.0278,-0.0077
2,-0.0515,0.0585,-0.0436
3,-0.2092,0.0814,-0.1135
4,-0.5005,0.1271,-0.2033
5,-0.9002,0.2198,-0.3019
6,-1.3566,0.3749,-0.3926
7,-1.8063,0.5787,-0.4691
8,-2.2024,0.813,-0.5263
9,-2.525,1.0646,-0.5676
10,-2.78,1.3217,-0.6005
11,-2.9804,1.5689,-0.6319
12,-3.1454,1.7946,-0.6666
13,-3.2894,1.9903,-0.706
14,-3.4146,2.1515,-0.7477
15,-3.5146,2.2771,-0.791
16,-3.5771,2.3668,-0.8333
17,-3.5949,2.4278,-0.8741
18,-3.5621,2.4618,-0.9117
19,-3.4829,2.4733,-0.9493
20,-3.3702,2.4667,-0.986
21,-3.2368,2.446,-1.0223
22,-3.0845,2.4199,-1.053
23,-2.9154,2.3938,-1.0763
24,-2.7281,2.3698,-1.0921
25,-2.5244,2.3486,-1.1003
26,-2.2993,2.3289,-1.1021
27,-2.0529,2.3084,-1.098
28,-1.7914,2.2885,-1.0933
29,-1.5228,2.269,-1.0903
30,-1.2525,2.2538,-1.09
31,-0.979,2.2409,-1.0974
32,-0.6987,2.2259,-1.1083
33,-0.4043,2.2095,-1.1259
34,-0.0952,2.189,-1.148
35,0.2327,2.1669,-1.1701
36,0.5684,2.1478,-1.1956
37,0.9013,2.1375,-1.2282
38,1.2256,2.1409,-1.272
39,1.5416,2.1609,-1.3234
40,1.8563,2.1924,-1.3797
41,2.1705,2.2327,-1.4348
42,2.4898,2.2785,-1.4879
43,2.8161,2.3347,-1.5264
44,3.1502,2.3782,-1.5583
45,3.4694,2.414,-1.5889
46,3.7582,2.4455,-1.6176
47,4.0159,2.4744,-1.6432
48,4.2516,2.4983,-1.66
49,4.4794,2.5252,-1.6663
50,4.7135,2.5509,-1.6614
51,4.9565,2.5804,-1.6452
52,5.2097,2.614,-1.622
53,5.4602,2.6474,-1.5913
54,5.7062,2.6783,-1.5573
55,5.942,2.7083,-1.5226
56,6.1642,2.7432,-1.4862
57,6.3757,2.7826,-1.4475
58,6.5927,2.8242,-1.409
59,6.8127,2.8664,-1.3772
60,7.0353,2.9112,-1.3548
61,7.2634,2.9644,-1.3428
62,7.5015,3.022,-1.3416
63,7.7471,3.0853,-1.3506
64,8.0011,3.1578,-1.3695
65,8.2502,3.2422,-1.4008
66,8.4893,3.337,-1.4402
67,8.721,3.4398,-1.4886
68,8.9574,3.5477,-1.5394
69,9.1934,3.6573,-1.5876
70,9.4273,3.7581,-1.6321
71,9.6525,3.8501,-1.6695
72,9.8648,3.9333,-1.7
73,10.0509,4.0079,-1.7251
74,10.2211,4.0716,-1.7417
75,10.3784,4.1274,-1.747
76,10.5305,4.1765,-1.7416
77,10.6812,4.2214,-1.7289
78,10.8414,4.2641,-1.7101
79,11.0146,4.3055,-1.6902
80,11.2037,4.3468,-1.6727
81,11.4089,4.3925,-1.6594
82,11.6284,4.4433,-1.6517
83,11.8639,4.5048,-1.6504
84,12.1114,4.576,-1.6547
85,12.3647,4.6646,-1.6688
86,12.6235,4.763,-1.6947
87,12.8881,4.8762,-1.7277
88,13.1552,4.9939,-1.762
89,13.4165,5.1099,-1.7979
90,13.6761,5.2241,-1.8348
91,13.9327,5.3328,-1.872
92,14.1732,5.4345,-1.909
93,14.3985,5.5328,-1.9429
94,14.6164,5.6283,-1.9734
95,14.8242,5.7138,-2.0011
96,15.0182,5.7889,-2.0243
97,15.1994,5.858,-2.044
98,15.3767,5.9236,-2.0626
99,15.5577,5.9833,-2.0781
100,15.7527,6.0347,-2.0919
101,15.9702,6.079,-2.1057
102,16.2116,6.1205,-2.1232
103,16.4663,6.1558,-2.1475
104,16.729,6.1911,-2.1791
105,16.9971,6.2276,-2.2199
106,17.2711,6.2654,-2.2692
107,17.5463,6.3059,-2.325
108,17.833,6.3528,-2.3824
109,18.1342,6.4138,-2.438
110,18.4433,6.488,-2.4902
111,18.7551,6.5736,-2.5437
112,19.0556,6.6692,-2.5956
113,19.3492,6.773,-2.6448
114,19.6264,6.8793,-2.6893
115,19.8821,6.9839,-2.7286
116,20.1126,7.0859,-2.7609
117,20.3184,7.1858,-2.7895
118,20.5055,7.2903,-2.8122
119,20.6756,7.3901,-2.8319
120,20.8328,7.4818,-2.8546
121,20.9835,7.5663,-2.8785
122,21.1272,7.6468,-2.9027
123,21.2675,7.7197,-2.9269
124,21.4077,7.7933,-2.9524
125,21.5505,7.8504,-2.9777
126,21.6934,7.9076,-3.0023
127,21.8429,7.9604,-3.0233
128,21.9901,8.0129,-3.04
129,22.1503,8.0681,-3.05
130,22.3303,8.1223,-3.0522
131,22.5331,8.1726,-3.0488
132,22.7426,8.2172,-3.0453
133,22.9631,8.2553,-3.0465
134,23.1993,8.2898,-3.0556
135,23.4516,8.3159,-3.0756
136,23.7183,8.3336,-3.1058
137,24.0026,8.3379,-3.1465
138,24.2945,8.3333,-3.199
139,24.5884,8.3397,-3.2614
140,24.8787,8.3591,-3.3316
141,25.1689,8.3945,-3.4048
142,25.4517,8.4485,-3.4754
143,25.7194,8.5193,-3.5434
144,25.9688,8.5996,-3.604
145,26.1923,8.6855,-3.6589
146,26.3821,8.7758,-3.7088
147,26.5429,8.8578,-3.7516
148,26.6784,8.9427,-3.7886
149,26.7968,9.0223,-3.818
