Amostra,Pitch_X,Roll_Y,Yaw_Z
1,-13.7251,-187.8289,535.0694
2,-13.317,-182.7124,535.2305
3,-12.8502,-177.7802,535.4026
4,-12.358,-173.0017,535.5753
5,-11.8449,-168.38,535.7532
6,-11.3215,-163.8966,535.9321
7,-10.8029,-159.5221,536.1168
8,-10.3117,-155.241,536.3196
9,-9.8264,-151.0327,536.5446
10,-9.3083,-146.8839,536.7788
11,-8.7428,-142.8056,537.0007
12,-8.1469,-138.8105,537.1943
13,-7.5259,-134.9174,537.3519
14,-6.8979,-131.0912,537.4731
15,-6.2661,-127.3816,537.5671
16,-5.6548,-123.7885,537.6437
17,-5.0805,-120.2908,537.7212
18,-4.5424,-116.906,537.8097
19,-4.0339,-113.6258,537.9112
20,-3.5275,-110.4677,538.0154
21,-3.019,-107.4543,538.103
22,-2.51,-104.5871,538.1531
23,-1.9927,-101.8648,538.1586
24,-1.4542,-99.2736,538.1171
25,-0.8836,-96.7726,538.0269
26,-0.2713,-94.4458,537.8724
27,0.5866,-91.997,537.6389
28,1.5885,-89.6197,537.3024
29,2.6108,-87.4193,536.8918
30,3.588,-85.2501,536.4561
31,4.5228,-83.0935,536.026
32,5.3998,-80.9861,535.6394
33,6.2069,-78.9013,535.3329
34,6.9624,-76.8721,535.1404
35,7.6556,-74.8812,535.06
36,8.2991,-72.9331,535.0969
37,8.9087,-71.0882,535.2472
38,9.4331,-69.3185,535.501
39,9.958,-67.5936,535.8499
40,10.4765,-65.9429,536.2233
41,10.9909,-64.329,536.5643
42,11.5062,-62.7326,536.8517
43,12.0198,-61.1313,537.1144
44,12.4933,-59.4973,537.3629
45,12.8977,-57.7957,537.6088
46,13.2535,-56.0689,537.8663
47,13.6552,-54.2393,538.1521
48,14.1097,-52.3931,538.4724
49,14.4892,-50.7633,538.8099
50,14.7559,-49.366,539.1585
51,14.9137,-48.1823,539.481
52,15.0192,-47.1364,539.8041
53,15.1148,-46.2199,540.0886
54,15.2215,-45.2938,540.3131
55,15.3478,-44.3648,540.4579
56,15.5021,-43.4379,540.4999
57,15.7081,-42.5244,540.4373
58,15.9232,-41.7197,540.2658
59,16.0541,-40.8908,540.0213
60,16.0229,-40.0344,539.7565
61,15.8032,-39.1551,539.5306
62,15.4018,-38.1852,539.3878
63,14.95,-37.1695,539.3716
64,14.5045,-36.1789,539.4669
65,14.0722,-35.2468,539.6519
66,13.6819,-34.3536,539.8971
67,13.3291,-33.5276,540.1793
68,12.9953,-32.7099,540.4792
69,12.7302,-31.808,540.8043
70,12.5083,-30.8968,541.1274
71,12.3374,-30.0105,541.4008
72,12.2152,-29.1584,541.6033
73,12.138,-28.324,541.7346
74,12.0882,-27.5029,541.8069
75,12.0618,-26.7031,541.8304
76,12.0364,-25.9418,541.8174
77,11.9834,-25.1997,541.7791
78,11.9217,-24.4649,541.731
79,11.8827,-23.7632,541.6808
80,11.8604,-23.1139,541.6408
81,11.8386,-22.4492,541.6397
82,11.7698,-21.8105,541.6766
83,11.6627,-21.1698,541.7507
84,11.5178,-20.523,541.8694
85,11.332,-19.8948,542.0294
86,11.1383,-19.2815,542.2178
87,10.9647,-18.6525,542.4116
88,10.8159,-18.0645,542.583
89,10.6657,-17.5479,542.7111
90,10.5395,-17.0312,542.7976
91,10.4619,-16.535,542.8363
92,10.4493,-16.0992,542.8114
93,10.4964,-15.7145,542.7133
94,10.5757,-15.4087,542.5483
95,10.6589,-15.1932,542.3261
96,10.7075,-15.0178,542.0724
97,10.7169,-14.8908,541.8153
98,10.7075,-14.8494,541.5699
99,10.694,-14.8996,541.3572
100,10.6211,-14.9822,541.1862
101,10.5136,-15.0546,541.0659
102,10.4033,-15.1273,540.9864
103,10.3084,-15.2275,540.9138
104,10.2258,-15.3646,540.8187
105,10.1746,-15.5141,540.6862
106,10.1344,-15.651,540.5133
107,10.0907,-15.8034,540.3103
108,10.0374,-15.9528,540.0889
109,9.9446,-16.1027,539.8618
110,9.7798,-16.216,539.6445
111,9.5308,-16.2368,539.455
112,9.2273,-16.1876,539.3199
113,8.9249,-16.1757,539.235
114,8.6409,-16.2525,539.1837
115,8.371,-16.4151,539.1494
116,8.1132,-16.6374,539.1218
117,7.8424,-16.9096,539.0955
118,7.5411,-17.2399,539.0665
119,7.2208,-17.5888,539.0354
120,6.8688,-17.8611,539.0074
121,6.4889,-18.0122,538.9977
122,6.1031,-18.0602,539.0202
123,5.7254,-18.0135,539.0771
124,5.3917,-17.9243,539.1583
125,5.1207,-17.8573,539.2256
126,4.8789,-17.788,539.2744
127,4.6519,-17.6999,539.313
128,4.4247,-17.6186,539.3525
129,4.1756,-17.5459,539.3942
130,3.8827,-17.4909,539.4391
131,3.5459,-17.4238,539.4966
132,3.1737,-17.3477,539.5623
133,2.781,-17.2604,539.6299
134,2.3888,-17.1295,539.7042
135,2.0254,-16.9549,539.8004
136,1.6681,-16.7898,539.9196
137,1.3183,-16.6528,540.0616
138,0.9953,-16.5323,540.2193
139,0.7036,-16.4579,540.3846
140,0.4693,-16.3951,540.547
141,0.2575,-16.2934,540.7035
142,0.0489,-16.131,540.8641
143,-0.159,-15.9025,541.0314
144,-0.3646,-15.6172,541.1943
145,-0.578,-15.3137,541.345
146,-0.7802,-15.0054,541.481
147,-0.955,-14.7143,541.6016
148,-1.0944,-14.4484,541.7048
149,-1.2193,-14.2415,541.7929
150,-1.3213,-14.1061,541.869
151,-1.4118,-13.9949,541.9336
152,-1.5022,-13.84,541.9974
153,-1.6017,-13.6456,542.0746
154,-1.7108,-13.4452,542.1747
155,-1.8291,-13.2466,542.3044
156,-1.9637,-13.0506,542.465
157,-2.1171,-12.8588,542.6512
158,-2.2953,-12.6408,542.859
159,-2.4963,-12.381,543.084
160,-2.7129,-12.0587,543.3234
161,-2.9268,-11.6747,543.566
162,-3.1085,-11.2635,543.7985
163,-3.2396,-10.8503,544.0095
164,-3.3345,-10.446,544.1955
165,-3.3849,-10.045,544.3593
166,-3.3947,-9.6715,544.5065
167,-3.3691,-9.3294,544.6395
168,-3.3171,-9.0133,544.764
169,-3.2501,-8.6918,544.8827
170,-3.155,-8.3745,545.0039
171,-3.0203,-8.0526,545.1273
172,-2.8687,-7.7117,545.2557
173,-2.7236,-7.3284,545.3965
174,-2.5985,-6.9001,545.5568
175,-2.4902,-6.4408,545.7449
176,-2.3752,-5.9548,545.9526
177,-2.2498,-5.4637,546.1751
178,-2.0964,-4.974,546.405
179,-1.9598,-4.4566,546.6389
180,-1.8522,-3.8869,546.8788
181,-1.7683,-3.2859,547.1297
182,-1.7034,-2.6735,547.389
183,-1.6355,-2.0566,547.6561
184,-1.5595,-1.4627,547.9296
185,-1.4769,-0.9118,548.212
186,-1.3882,-0.3664,548.506
187,-1.2964,0.1741,548.8109
188,-1.2055,0.7139,549.1312
189,-1.0959,1.246,549.4689
190,-0.934,1.7865,549.8162
191,-0.7241,2.3228,550.15
192,-0.4827,2.8729,550.4551
193,-0.2113,3.4339,550.7343
194,0.092,4.0,550.9841
195,0.3968,4.6231,551.1964
196,0.6232,5.3002,551.3873
197,0.7612,6.047,551.5781
198,0.8468,6.8769,551.7828
199,0.8804,7.7565,552.0096
200,0.8996,8.6764,552.2535
201,0.9092,9.6335,552.5118
202,0.9265,10.5888,552.7811
203,0.9699,11.5111,553.0516
204,1.0247,12.3763,553.3121
205,1.0839,13.162,553.5541
206,1.1806,13.8571,553.7616
207,1.3222,14.51,553.9239
208,1.4902,15.173,554.044
209,1.6736,15.8411,554.1324
210,1.8761,16.4928,554.1882
211,2.0768,17.1655,554.2251
212,2.2477,17.868,554.2587
213,2.3736,18.5789,554.3018
214,2.4431,19.3694,554.3698
215,2.4258,20.3075,554.4931
216,2.3344,21.3639,554.6897
217,2.2115,22.4557,554.9494
218,2.0987,23.5319,555.2454
219,2.034,24.5756,555.5436
220,2.0271,25.5814,555.816
221,2.0674,26.5483,556.0444
222,2.1291,27.461,556.2216
223,2.1921,28.3272,556.3422
224,2.2649,29.1676,556.4074
225,2.347,30.039,556.4286
226,2.481,30.9181,556.4144
227,2.6721,31.7785,556.369
228,2.9189,32.6387,556.3038
229,3.2256,33.4782,556.2325
230,3.5855,34.2774,556.1647
231,3.9607,35.0767,556.1151
232,4.3195,35.9068,556.0984
233,4.6175,36.7784,556.1264
234,4.8444,37.7241,556.2059
235,5.0223,38.7487,556.3424
236,5.1834,39.8274,556.5348
237,5.306,40.9502,556.7795
238,5.4059,42.1144,557.074
239,5.4851,43.2809,557.4083
240,5.5526,44.425,557.7728
241,5.6386,45.5415,558.1594
242,5.7592,46.6713,558.5583
243,5.9235,47.8448,558.963
244,6.086,48.9857,559.3688
245,6.2809,50.1425,559.7714
246,6.4805,51.3087,560.1578
247,6.7523,52.5221,560.5358
248,7.037,53.8692,560.8807
249,7.3415,55.3567,561.1951
250,7.5597,56.9087,561.4713
251,7.5781,58.5049,561.7064
252,7.457,60.1762,561.9002
253,7.2886,61.9005,562.0512
254,7.0925,63.6006,562.1633
255,6.8787,65.2705,562.2485
256,6.6648,66.9114,562.3191
257,6.5034,68.5858,562.377
258,6.4198,70.3414,562.4279
259,6.3658,72.0567,562.4879
260,6.2755,73.697,562.5845
261,6.1574,75.2692,562.7329
262,6.048,76.7894,562.9417
263,5.9818,78.3244,563.2116
264,5.9557,79.8801,563.5334
265,5.8969,81.4086,563.9062
266,5.791,82.9398,564.3186
267,5.6303,84.4206,564.7416
268,5.4073,85.8529,565.1531
269,5.1598,87.2534,565.5309
